instnm,year,tot_completions,tot_airea_completions,first_students_enrolled,rural,tribal,cz_label,pct_airea_completions
Vance-Granville Community College,2017,725,98,3329,Rural,Non-tribal,"Raleigh, NC",0.13517241379310344
Vance-Granville Community College,2018,604,69,3063,Rural,Non-tribal,"Raleigh, NC",0.11423841059602649
Vance-Granville Community College,2019,634,52,3158,Rural,Non-tribal,"Raleigh, NC",0.08201892744479496
Vance-Granville Community College,2020,596,65,2963,Rural,Non-tribal,"Raleigh, NC",0.10906040268456375
Vance-Granville Community College,2021,601,47,2757,Rural,Non-tribal,"Raleigh, NC",0.07820299500831947
Vance-Granville Community College,2022,594,79,2814,Rural,Non-tribal,"Raleigh, NC",0.132996632996633
Vance-Granville Community College,2023,653,62,2841,Rural,Non-tribal,"Raleigh, NC",0.09494640122511486
Ventura College,2010,1207,82,13711,Non-rural,Non-tribal,"Los Angeles, CA",0.06793703396851698
Ventura College,2011,1414,129,13758,Non-rural,Non-tribal,"Los Angeles, CA",0.09123055162659123
Ventura College,2012,1667,225,13030,Non-rural,Non-tribal,"Los Angeles, CA",0.1349730053989202
Ventura College,2013,1671,239,12908,Non-rural,Non-tribal,"Los Angeles, CA",0.14302812687013763
Ventura College,2014,1854,289,12928,Non-rural,Non-tribal,"Los Angeles, CA",0.1558791801510248
Ventura College,2015,1990,321,12989,Non-rural,Non-tribal,"Los Angeles, CA",0.16130653266331657
Ventura College,2016,2830,319,12851,Non-rural,Non-tribal,"Los Angeles, CA",0.1127208480565371
Ventura College,2017,3198,417,13174,Non-rural,Non-tribal,"Los Angeles, CA",0.1303939962476548
Ventura College,2018,3724,546,13312,Non-rural,Non-tribal,"Los Angeles, CA",0.14661654135338345
Ventura College,2019,4176,753,12696,Non-rural,Non-tribal,"Los Angeles, CA",0.18031609195402298
Ventura College,2020,4277,595,11789,Non-rural,Non-tribal,"Los Angeles, CA",0.13911620294599017
Ventura College,2021,4382,957,10741,Non-rural,Non-tribal,"Los Angeles, CA",0.21839342765860337
Ventura College,2022,4187,916,10559,Non-rural,Non-tribal,"Los Angeles, CA",0.21877239073322188
Ventura College,2023,4443,1038,11367,Non-rural,Non-tribal,"Los Angeles, CA",0.23362592842673868
Vermilion Community College,2010,192,111,752,Rural,Non-tribal,"Duluth, MN",0.578125
Vermilion Community College,2011,141,88,781,Rural,Non-tribal,"Duluth, MN",0.624113475177305
Vermilion Community College,2012,175,89,772,Rural,Non-tribal,"Duluth, MN",0.5085714285714286
Vermilion Community College,2013,173,90,711,Rural,Non-tribal,"Duluth, MN",0.5202312138728323
Vermilion Community College,2014,190,97,712,Rural,Non-tribal,"Duluth, MN",0.5105263157894737
Vermilion Community College,2015,211,139,655,Rural,Non-tribal,"Duluth, MN",0.6587677725118484
Vermilion Community College,2016,153,73,653,Rural,Non-tribal,"Duluth, MN",0.477124183006536
Vermilion Community College,2017,166,90,724,Rural,Non-tribal,"Duluth, MN",0.54216867469879515
Vermilion Community College,2018,192,110,660,Rural,Non-tribal,"Duluth, MN",0.5729166666666666
Vermilion Community College,2019,165,100,637,Rural,Non-tribal,"Duluth, MN",0.6060606060606061
Vermilion Community College,2020,185,107,554,Rural,Non-tribal,"Duluth, MN",0.5783783783783784
Vermilion Community College,2021,150,75,575,Rural,Non-tribal,"Duluth, MN",0.5
Vernon College,2010,512,77,3167,Rural,Non-tribal,"Vernon, TX",0.150390625
Vernon College,2011,575,77,3247,Rural,Non-tribal,"Vernon, TX",0.13391304347826086
Vernon College,2012,513,45,3118,Rural,Non-tribal,"Vernon, TX",0.08771929824561403
Vernon College,2013,694,70,3084,Rural,Non-tribal,"Vernon, TX",0.10086455331412104
Vernon College,2014,720,60,2989,Rural,Non-tribal,"Vernon, TX",0.08333333333333333
Vernon College,2015,703,56,2891,Rural,Non-tribal,"Vernon, TX",0.07965860597439545
Vernon College,2016,606,52,2972,Rural,Non-tribal,"Vernon, TX",0.0858085808580858
Vernon College,2017,808,85,3005,Rural,Non-tribal,"Vernon, TX",0.1051980198019802
Vernon College,2018,723,61,3054,Rural,Non-tribal,"Vernon, TX",0.08437067773167359
Vernon College,2019,754,64,2930,Rural,Non-tribal,"Vernon, TX",0.08488063660477453
Vernon College,2020,644,64,2773,Rural,Non-tribal,"Vernon, TX",0.09937888198757763
Vernon College,2021,701,73,2358,Rural,Non-tribal,"Vernon, TX",0.10413694721825963
Vernon College,2022,504,42,2249,Rural,Non-tribal,"Vernon, TX",0.08333333333333333
Vernon College,2023,579,52,2136,Rural,Non-tribal,"Vernon, TX",0.08981001727115717
Victor Valley College,2010,1153,231,12892,Non-rural,Non-tribal,"Los Angeles, CA",0.20034692107545535
Victor Valley College,2011,1042,247,12282,Non-rural,Non-tribal,"Los Angeles, CA",0.23704414587332054
Victor Valley College,2012,1017,283,11947,Non-rural,Non-tribal,"Los Angeles, CA",0.2782694198623402
Victor Valley College,2013,1330,366,11504,Non-rural,Non-tribal,"Los Angeles, CA",0.27518796992481204
Victor Valley College,2014,1303,467,11557,Non-rural,Non-tribal,"Los Angeles, CA",0.35840368380660015
Victor Valley College,2015,1055,386,11669,Non-rural,Non-tribal,"Los Angeles, CA",0.36587677725118484
Victor Valley College,2016,1175,398,11789,Non-rural,Non-tribal,"Los Angeles, CA",0.33872340425531916
Victor Valley College,2017,1253,423,11971,Non-rural,Non-tribal,"Los Angeles, CA",0.3375897845171588
Victor Valley College,2018,1364,487,12231,Non-rural,Non-tribal,"Los Angeles, CA",0.35703812316715544
Victor Valley College,2019,2050,756,13126,Non-rural,Non-tribal,"Los Angeles, CA",0.36878048780487804
Victor Valley College,2020,2682,629,10777,Non-rural,Non-tribal,"Los Angeles, CA",0.23452647278150635
Victor Valley College,2021,3251,594,9967,Non-rural,Non-tribal,"Los Angeles, CA",0.1827130113811135
Victor Valley College,2022,4997,686,12648,Non-rural,Non-tribal,"Los Angeles, CA",0.137282369421653
Victor Valley College,2023,3713,633,15372,Non-rural,Non-tribal,"Los Angeles, CA",0.17048208995421493
Victoria College,2010,542,65,4360,Non-rural,Non-tribal,"Victoria, TX",0.11992619926199262
Victoria College,2011,561,71,4603,Non-rural,Non-tribal,"Victoria, TX",0.1265597147950089
Victoria College,2012,530,51,4484,Non-rural,Non-tribal,"Victoria, TX",0.09622641509433963
Victoria College,2013,551,87,4419,Non-rural,Non-tribal,"Victoria, TX",0.15789473684210525
Victoria College,2014,625,87,4146,Non-rural,Non-tribal,"Victoria, TX",0.1392
Victoria College,2015,736,127,4051,Non-rural,Non-tribal,"Victoria, TX",0.17255434782608695
Victoria College,2016,868,233,4000,Non-rural,Non-tribal,"Victoria, TX",0.2684331797235023
Victoria College,2017,810,234,3962,Non-rural,Non-tribal,"Victoria, TX",0.28888888888888886
Victoria College,2018,810,272,3860,Non-rural,Non-tribal,"Victoria, TX",0.3358024691358025
Victoria College,2019,759,231,3725,Non-rural,Non-tribal,"Victoria, TX",0.30434782608695654
Victoria College,2020,617,166,3274,Non-rural,Non-tribal,"Victoria, TX",0.26904376012965964
Victoria College,2021,593,182,3210,Non-rural,Non-tribal,"Victoria, TX",0.3069139966273187
Victoria College,2022,600,170,3064,Non-rural,Non-tribal,"Victoria, TX",0.2833333333333333
Victoria College,2023,648,221,3214,Non-rural,Non-tribal,"Victoria, TX",0.3410493827160494
Vincennes University,2010,1494,335,16595,Rural,Non-tribal,"Vincennes, IN",0.2242302543507363
Vincennes University,2011,1508,397,17140,Rural,Non-tribal,"Vincennes, IN",0.26326259946949604
Vincennes University,2012,1633,360,17530,Rural,Non-tribal,"Vincennes, IN",0.22045315370483773
Vincennes University,2013,1975,429,18383,Rural,Non-tribal,"Vincennes, IN",0.21721518987341773
Vincennes University,2014,2733,448,19205,Rural,Non-tribal,"Vincennes, IN",0.16392242956458106
Vincennes University,2015,2600,489,18711,Rural,Non-tribal,"Vincennes, IN",0.18807692307692309
Vincennes University,2016,2994,677,18897,Rural,Non-tribal,"Vincennes, IN",0.22611890447561792
Vincennes University,2017,3329,713,18914,Rural,Non-tribal,"Vincennes, IN",0.21417843196155
Vincennes University,2018,3101,679,17481,Rural,Non-tribal,"Vincennes, IN",0.21896162528216703
Vincennes University,2019,3013,631,17239,Rural,Non-tribal,"Vincennes, IN",0.20942582144042482
Vincennes University,2020,2838,578,16048,Rural,Non-tribal,"Vincennes, IN",0.2036645525017618
Vincennes University,2021,2714,568,16389,Rural,Non-tribal,"Vincennes, IN",0.2092851879145173
Vincennes University,2022,3085,770,16773,Rural,Non-tribal,"Vincennes, IN",0.24959481361426256
Vincennes University,2023,2905,661,18438,Rural,Non-tribal,"Vincennes, IN",0.22753872633390707
Virginia Highlands Community College,2010,440,23,2948,Rural,Non-tribal,"Johnson City, TN",0.05227272727272727
Virginia Highlands Community College,2011,523,151,2823,Rural,Non-tribal,"Johnson City, TN",0.2887189292543021
Virginia Highlands Community College,2012,732,213,2570,Non-rural,Non-tribal,"Johnson City, TN",0.29098360655737704
Virginia Highlands Community College,2013,662,107,2484,Non-rural,Non-tribal,"Johnson City, TN",0.16163141993957703
Virginia Highlands Community College,2014,638,84,2505,Non-rural,Non-tribal,"Johnson City, TN",0.13166144200626959
Virginia Highlands Community College,2015,604,104,2365,Non-rural,Non-tribal,"Johnson City, TN",0.17218543046357615
Virginia Highlands Community College,2016,607,93,2491,Non-rural,Non-tribal,"Johnson City, TN",0.15321252059308071
Virginia Highlands Community College,2017,519,67,2328,Non-rural,Non-tribal,"Johnson City, TN",0.12909441233140656
Virginia Highlands Community College,2018,542,112,2387,Non-rural,Non-tribal,"Johnson City, TN",0.2066420664206642
Virginia Highlands Community College,2019,563,107,2286,Non-rural,Non-tribal,"Johnson City, TN",0.19005328596802842
Virginia Highlands Community College,2020,608,104,2086,Non-rural,Non-tribal,"Johnson City, TN",0.17105263157894737
Virginia Highlands Community College,2021,675,174,2451,Non-rural,Non-tribal,"Johnson City, TN",0.2577777777777778
Virginia Highlands Community College,2022,704,184,2068,Non-rural,Non-tribal,"Johnson City, TN",0.26136363636363635
Virginia Highlands Community College,2023,650,186,2052,Non-rural,Non-tribal,"Johnson City, TN",0.28615384615384615
Virginia Peninsula Community College,2010,1160,174,11086,Non-rural,Non-tribal,"Newport News, VA",0.15
Virginia Peninsula Community College,2011,1407,312,10999,Non-rural,Non-tribal,"Newport News, VA",0.22174840085287847
Virginia Peninsula Community College,2012,1810,358,10942,Non-rural,Non-tribal,"Newport News, VA",0.19779005524861878
Virginia Peninsula Community College,2013,1629,282,11033,Non-rural,Non-tribal,"Newport News, VA",0.17311233885819521
Virginia Peninsula Community College,2014,1607,294,10436,Non-rural,Non-tribal,"Newport News, VA",0.18294959551960174
Virginia Peninsula Community College,2015,1700,315,9316,Non-rural,Non-tribal,"Newport News, VA",0.18529411764705883
Virginia Peninsula Community College,2016,1611,232,8897,Non-rural,Non-tribal,"Newport News, VA",0.1440099317194289
Virginia Peninsula Community College,2017,1523,291,8286,Non-rural,Non-tribal,"Newport News, VA",0.19107025607353906
Virginia Peninsula Community College,2018,1621,294,7685,Non-rural,Non-tribal,"Newport News, VA",0.18136952498457742
Virginia Peninsula Community College,2019,1545,288,7314,Non-rural,Non-tribal,"Newport News, VA",0.18640776699029127
Virginia Peninsula Community College,2020,1388,249,6256,Non-rural,Non-tribal,"Newport News, VA",0.17939481268011528
Virginia Peninsula Community College,2021,1101,236,5832,Non-rural,Non-tribal,"Newport News, VA",0.21435059037238874
Virginia Peninsula Community College,2022,1186,237,6018,Non-rural,Non-tribal,"Newport News, VA",0.19983136593591905
Virginia Peninsula Community College,2023,969,249,6127,Non-rural,Non-tribal,"Newport News, VA",0.25696594427244585
Virginia Western Community College,2010,864,81,8778,Non-rural,Non-tribal,"Roanoke, VA",0.09375
Virginia Western Community College,2011,985,226,8557,Non-rural,Non-tribal,"Roanoke, VA",0.22944162436548224
Virginia Western Community College,2012,1143,302,8440,Non-rural,Non-tribal,"Roanoke, VA",0.2642169728783902
Virginia Western Community College,2013,1150,253,8654,Non-rural,Non-tribal,"Roanoke, VA",0.22
Virginia Western Community College,2014,1192,252,8632,Non-rural,Non-tribal,"Roanoke, VA",0.21140939597315436
Virginia Western Community College,2015,1107,236,7932,Non-rural,Non-tribal,"Roanoke, VA",0.21318879855465223
Virginia Western Community College,2016,1181,213,7719,Non-rural,Non-tribal,"Roanoke, VA",0.18035563082133785
Virginia Western Community College,2017,1290,298,7271,Non-rural,Non-tribal,"Roanoke, VA",0.2310077519379845
Virginia Western Community College,2018,1050,279,6827,Non-rural,Non-tribal,"Roanoke, VA",0.26571428571428574
Virginia Western Community College,2019,1210,381,6303,Non-rural,Non-tribal,"Roanoke, VA",0.3148760330578512
Virginia Western Community College,2020,1016,275,5738,Non-rural,Non-tribal,"Roanoke, VA",0.2706692913385827
Virginia Western Community College,2021,1133,321,5625,Non-rural,Non-tribal,"Roanoke, VA",0.2833186231244484
Virginia Western Community College,2022,1184,321,5860,Non-rural,Non-tribal,"Roanoke, VA",0.27111486486486486
Virginia Western Community College,2023,1136,262,6170,Non-rural,Non-tribal,"Roanoke, VA",0.2306338028169014
Volunteer State Community College,2010,1033,0,8989,Rural,Non-tribal,"Nashville, TN",0
Volunteer State Community College,2011,1033,0,8666,Rural,Non-tribal,"Nashville, TN",0
Volunteer State Community College,2012,2200,2,8177,Non-rural,Non-tribal,"Nashville, TN",9.090909090909091e-4
Volunteer State Community College,2013,1209,1,8153,Non-rural,Non-tribal,"Nashville, TN",8.271298593879239e-4
Volunteer State Community College,2014,1144,2,7664,Non-rural,Non-tribal,"Nashville, TN",0.0017482517482517483
Volunteer State Community College,2015,1289,1,8098,Non-rural,Non-tribal,"Nashville, TN",7.757951900698216e-4
Volunteer State Community College,2016,1413,3,8684,Non-rural,Non-tribal,"Nashville, TN",0.0021231422505307855
Volunteer State Community College,2017,1471,0,8838,Non-rural,Non-tribal,"Nashville, TN",0
Volunteer State Community College,2018,1509,3,9154,Non-rural,Non-tribal,"Nashville, TN",0.0019880715705765406
Volunteer State Community College,2019,1562,14,9144,Non-rural,Non-tribal,"Nashville, TN",0.008962868117797696
Volunteer State Community College,2020,1712,36,8832,Non-rural,Non-tribal,"Nashville, TN",0.02102803738317757
Volunteer State Community College,2021,1652,45,7417,Non-rural,Non-tribal,"Nashville, TN",0.027239709443099273
Volunteer State Community College,2022,1628,30,6957,Non-rural,Non-tribal,"Nashville, TN",0.018427518427518427
Volunteer State Community College,2023,1622,38,6605,Non-rural,Non-tribal,"Nashville, TN",0.02342786683107275
Wabash Valley College,2010,550,364,5584,Rural,Non-tribal,"Evansville, IN",0.6618181818181819
Wabash Valley College,2011,461,254,5456,Rural,Non-tribal,"Evansville, IN",0.5509761388286334
Wabash Valley College,2012,372,182,4706,Rural,Non-tribal,"Evansville, IN",0.489247311827957
Wabash Valley College,2013,327,194,4512,Rural,Non-tribal,"Evansville, IN",0.5932721712538226
Wabash Valley College,2014,272,108,4240,Rural,Non-tribal,"Evansville, IN",0.39705882352941174
Wabash Valley College,2015,283,125,4274,Rural,Non-tribal,"Evansville, IN",0.4416961130742049
Wabash Valley College,2016,296,134,4330,Rural,Non-tribal,"Evansville, IN",0.4527027027027027
Wabash Valley College,2017,262,108,3662,Rural,Non-tribal,"Evansville, IN",0.4122137404580153
Wabash Valley College,2018,268,86,2777,Rural,Non-tribal,"Evansville, IN",0.3208955223880597
Wabash Valley College,2019,262,97,2646,Rural,Non-tribal,"Evansville, IN",0.3702290076335878
Wabash Valley College,2020,213,83,2222,Rural,Non-tribal,"Evansville, IN",0.38967136150234744
Wabash Valley College,2021,235,75,865,Rural,Non-tribal,"Evansville, IN",0.3191489361702128
Wabash Valley College,2022,282,63,926,Rural,Non-tribal,"Evansville, IN",0.22340425531914893
Wabash Valley College,2023,282,65,906,Rural,Non-tribal,"Evansville, IN",0.23049645390070922
Wake Technical Community College,2010,1831,310,17071,Non-rural,Non-tribal,"Raleigh, NC",0.16930638995084654
Wake Technical Community College,2011,2235,289,19158,Rural,Non-tribal,"Raleigh, NC",0.12930648769574943
Wake Technical Community College,2012,2316,276,20440,Non-rural,Non-tribal,"Raleigh, NC",0.11917098445595854
Wake Technical Community College,2013,2771,269,19160,Non-rural,Non-tribal,"Raleigh, NC",0.09707686755683868
Wake Technical Community College,2014,3141,299,21384,Non-rural,Non-tribal,"Raleigh, NC",0.09519261381725565
Wake Technical Community College,2015,4433,509,21003,Non-rural,Non-tribal,"Raleigh, NC",0.11482066320775998
Wake Technical Community College,2016,4311,559,21747,Non-rural,Non-tribal,"Raleigh, NC",0.12966829041985617
Wake Technical Community College,2017,6075,905,22494,Non-rural,Non-tribal,"Raleigh, NC",0.14897119341563786
Wake Technical Community College,2018,9093,1237,21872,Non-rural,Non-tribal,"Raleigh, NC",0.13603871109644783
Wake Technical Community College,2019,7276,1058,22003,Non-rural,Non-tribal,"Raleigh, NC",0.14540956569543706
Wake Technical Community College,2020,8788,1640,21760,Non-rural,Non-tribal,"Raleigh, NC",0.18661811561219846
Wake Technical Community College,2021,8408,1106,21299,Non-rural,Non-tribal,"Raleigh, NC",0.13154138915318744
Wake Technical Community College,2022,6278,941,21551,Non-rural,Non-tribal,"Raleigh, NC",0.1498884995221408
Wake Technical Community College,2023,5381,764,22763,Non-rural,Non-tribal,"Raleigh, NC",0.14198104441553613
Walla Walla Community College,2010,1776,608,5438,Rural,Non-tribal,"Kennewick, WA",0.34234234234234234
Walla Walla Community College,2011,1977,599,4953,Rural,Non-tribal,"Kennewick, WA",0.3029843196762772
Walla Walla Community College,2012,1847,655,5096,Non-rural,Non-tribal,"Kennewick, WA",0.3546291283161884
Walla Walla Community College,2013,1829,615,5109,Non-rural,Non-tribal,"Kennewick, WA",0.33624931656642976
Walla Walla Community College,2014,2007,762,4851,Non-rural,Non-tribal,"Kennewick, WA",0.3796711509715994
Walla Walla Community College,2015,2057,801,4617,Non-rural,Non-tribal,"Kennewick, WA",0.38940204180845894
Walla Walla Community College,2016,1923,682,4327,Non-rural,Non-tribal,"Kennewick, WA",0.3546541861674467
Walla Walla Community College,2017,1441,470,4253,Non-rural,Non-tribal,"Kennewick, WA",0.32616238723108953
Walla Walla Community College,2018,1590,532,3860,Non-rural,Non-tribal,"Kennewick, WA",0.33459119496855344
Walla Walla Community College,2019,1291,402,3671,Non-rural,Non-tribal,"Kennewick, WA",0.31138652207591017
Walla Walla Community College,2020,1056,349,2940,Non-rural,Non-tribal,"Kennewick, WA",0.33049242424242425
Walla Walla Community College,2021,967,270,3084,Non-rural,Non-tribal,"Kennewick, WA",0.2792140641158221
Walla Walla Community College,2022,813,183,2662,Non-rural,Non-tribal,"Kennewick, WA",0.22509225092250923
Walla Walla Community College,2023,828,159,2982,Non-rural,Non-tribal,"Kennewick, WA",0.19202898550724637
Walters State Community College,2010,1029,30,6959,Non-rural,Non-tribal,"Morristown, TN",0.029154518950437316
Walters State Community College,2011,1062,25,6733,Non-rural,Non-tribal,"Morristown, TN",0.023540489642184557
Walters State Community College,2012,1681,54,6554,Non-rural,Non-tribal,"Morristown, TN",0.032123735871505056
Walters State Community College,2013,1939,34,6265,Non-rural,Non-tribal,"Morristown, TN",0.017534811758638472
Walters State Community College,2014,1985,61,6005,Non-rural,Non-tribal,"Morristown, TN",0.030730478589420653
Walters State Community College,2015,1788,48,5947,Non-rural,Non-tribal,"Morristown, TN",0.026845637583892617
Walters State Community College,2016,1997,73,5951,Non-rural,Non-tribal,"Morristown, TN",0.03655483224837256
Walters State Community College,2017,1959,48,6075,Non-rural,Non-tribal,"Morristown, TN",0.02450229709035222
Walters State Community College,2018,1943,45,6144,Non-rural,Non-tribal,"Morristown, TN",0.023160061760164694
Walters State Community College,2019,1330,27,6279,Non-rural,Non-tribal,"Morristown, TN",0.02030075187969925
Walters State Community College,2020,1328,41,5742,Non-rural,Non-tribal,"Morristown, TN",0.030873493975903613
Walters State Community College,2021,1319,19,5379,Non-rural,Non-tribal,"Morristown, TN",0.014404852160727824
Walters State Community College,2022,1249,17,5477,Non-rural,Non-tribal,"Morristown, TN",0.013610888710968775
Walters State Community College,2023,1227,15,5833,Non-rural,Non-tribal,"Morristown, TN",0.012224938875305624
Warren County Community College,2010,254,11,2338,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.04330708661417323
Warren County Community College,2011,242,10,2186,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.04132231404958678
Warren County Community College,2012,293,10,2144,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.034129692832764506
Warren County Community College,2013,246,15,2358,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.06097560975609756
Warren County Community College,2014,250,23,2573,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.092
Warren County Community College,2015,253,30,2822,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.11857707509881422
Warren County Community College,2016,279,28,3194,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.1003584229390681
Warren County Community College,2017,237,19,3348,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.08016877637130802
Warren County Community College,2018,260,26,3496,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.1
Warren County Community College,2019,232,19,3243,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.08189655172413793
Warren County Community College,2020,190,11,3251,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.05789473684210526
Warren County Community College,2021,149,13,3230,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.087248322147651
Warren County Community College,2022,187,21,3386,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.11229946524064172
Warren County Community College,2023,160,19,3342,Rural,Non-tribal,"Newark, NJ & Jersey City, NJ",0.11875
Washington County Community College,2010,176,103,589,Rural,Non-tribal,"Bangor, ME",0.5852272727272727
Washington County Community College,2011,146,75,506,Rural,Non-tribal,"Bangor, ME",0.5136986301369864
Washington County Community College,2012,145,76,478,Rural,Non-tribal,"Bangor, ME",0.5241379310344828
Washington County Community College,2013,122,57,463,Rural,Non-tribal,"Bangor, ME",0.4672131147540984
Washington County Community College,2014,151,75,491,Rural,Non-tribal,"Bangor, ME",0.4966887417218543
Washington County Community College,2015,157,88,482,Rural,Non-tribal,"Bangor, ME",0.5605095541401274
Washington County Community College,2016,143,73,418,Rural,Non-tribal,"Bangor, ME",0.5104895104895105
Washington County Community College,2017,155,84,372,Rural,Non-tribal,"Bangor, ME",0.5419354838709678
Washington County Community College,2018,131,77,380,Rural,Non-tribal,"Bangor, ME",0.5877862595419847
Washington County Community College,2019,125,90,403,Rural,Non-tribal,"Bangor, ME",0.72
Washington County Community College,2020,125,67,354,Rural,Non-tribal,"Bangor, ME",0.536
Washington County Community College,2021,92,52,405,Rural,Non-tribal,"Bangor, ME",0.5652173913043478
Washington County Community College,2022,87,58,505,Rural,Non-tribal,"Bangor, ME",0.6666666666666666
Washington County Community College,2023,100,48,685,Rural,Non-tribal,"Bangor, ME",0.48
Washington State Community College,2010,311,50,2328,Non-rural,Non-tribal,"Parkersburg, WV",0.1607717041800643
Washington State Community College,2011,452,82,2255,Non-rural,Non-tribal,"Parkersburg, WV",0.18141592920353983
Washington State Community College,2012,498,64,1866,Rural,Non-tribal,"Parkersburg, WV",0.1285140562248996
Washington State Community College,2013,427,51,1759,Rural,Non-tribal,"Parkersburg, WV",0.11943793911007025
Washington State Community College,2014,339,43,1623,Rural,Non-tribal,"Parkersburg, WV",0.12684365781710916
Washington State Community College,2015,400,53,1477,Rural,Non-tribal,"Parkersburg, WV",0.1325
Washington State Community College,2016,457,123,1714,Rural,Non-tribal,"Parkersburg, WV",0.26914660831509846
Washington State Community College,2017,417,102,1821,Rural,Non-tribal,"Parkersburg, WV",0.2446043165467626
Washington State Community College,2018,381,83,1797,Rural,Non-tribal,"Parkersburg, WV",0.2178477690288714
Washington State Community College,2019,381,70,1904,Rural,Non-tribal,"Parkersburg, WV",0.1837270341207349
Washington State Community College,2020,443,108,1809,Rural,Non-tribal,"Parkersburg, WV",0.24379232505643342
Washington State Community College,2021,387,73,1842,Rural,Non-tribal,"Parkersburg, WV",0.18863049095607234
Washington State Community College,2022,449,66,1556,Rural,Non-tribal,"Parkersburg, WV",0.14699331848552338
Washington State Community College,2023,551,112,1637,Rural,Non-tribal,"Parkersburg, WV",0.20326678765880218
Washtenaw Community College,2010,3192,475,14189,Non-rural,Non-tribal,"Detroit, MI",0.1488095238095238
Washtenaw Community College,2011,3564,462,12932,Non-rural,Non-tribal,"Detroit, MI",0.12962962962962962
Washtenaw Community College,2012,3567,522,12476,Non-rural,Non-tribal,"Detroit, MI",0.14634146341463414
Washtenaw Community College,2013,3289,494,12327,Non-rural,Non-tribal,"Detroit, MI",0.15019762845849802
Washtenaw Community College,2014,2995,434,12295,Non-rural,Non-tribal,"Detroit, MI",0.14490818030050084
Washtenaw Community College,2015,2759,385,12211,Non-rural,Non-tribal,"Detroit, MI",0.13954331279449075
Washtenaw Community College,2016,3284,504,12160,Non-rural,Non-tribal,"Detroit, MI",0.15347137637028013
Washtenaw Community College,2017,3530,456,12335,Non-rural,Non-tribal,"Detroit, MI",0.12917847025495752
Washtenaw Community College,2018,3633,423,12264,Non-rural,Non-tribal,"Detroit, MI",0.11643270024772914
Washtenaw Community College,2019,4550,515,11978,Non-rural,Non-tribal,"Detroit, MI",0.11318681318681319
Washtenaw Community College,2020,3626,496,11140,Non-rural,Non-tribal,"Detroit, MI",0.13678985107556535
Washtenaw Community College,2021,3159,369,10884,Non-rural,Non-tribal,"Detroit, MI",0.1168091168091168
Washtenaw Community College,2022,3500,450,10622,Non-rural,Non-tribal,"Detroit, MI",0.12857142857142856
Washtenaw Community College,2023,3656,489,10756,Non-rural,Non-tribal,"Detroit, MI",0.1337527352297593
Waubonsee Community College,2010,1513,436,10428,Rural,Non-tribal,"Chicago, IL",0.2881692002643754
Waubonsee Community College,2011,1628,505,10717,Rural,Non-tribal,"Chicago, IL",0.3101965601965602
Waubonsee Community College,2012,2411,881,11146,Rural,Non-tribal,"Chicago, IL",0.36540854417254254
Waubonsee Community College,2013,2026,738,10721,Rural,Non-tribal,"Chicago, IL",0.36426456071076013
Waubonsee Community College,2014,1821,722,10904,Rural,Non-tribal,"Chicago, IL",0.39648544755628773
Waubonsee Community College,2015,2175,849,10511,Rural,Non-tribal,"Chicago, IL",0.3903448275862069
Waubonsee Community College,2016,1758,704,10081,Rural,Non-tribal,"Chicago, IL",0.4004550625711035
Waubonsee Community College,2017,1822,726,9518,Rural,Non-tribal,"Chicago, IL",0.39846322722283206
Waubonsee Community College,2018,1923,633,9176,Rural,Non-tribal,"Chicago, IL",0.3291731669266771
Waubonsee Community College,2019,1894,502,8665,Rural,Non-tribal,"Chicago, IL",0.26504751847940866
Waubonsee Community College,2020,1627,463,7564,Rural,Non-tribal,"Chicago, IL",0.28457283343577133
Waubonsee Community College,2021,1602,437,7779,Rural,Non-tribal,"Chicago, IL",0.2727840199750312
Waubonsee Community College,2022,1564,489,7491,Rural,Non-tribal,"Chicago, IL",0.3126598465473146
Waubonsee Community College,2023,1547,513,8324,Rural,Non-tribal,"Chicago, IL",0.33160956690368454
Waukesha County Technical College,2010,1754,236,8102,Non-rural,Non-tribal,"Milwaukee, WI",0.1345496009122007
Waukesha County Technical College,2011,1925,241,9483,Non-rural,Non-tribal,"Milwaukee, WI",0.1251948051948052
Waukesha County Technical College,2012,1840,223,10286,Non-rural,Non-tribal,"Milwaukee, WI",0.12119565217391304
Waukesha County Technical College,2013,1818,252,8799,Non-rural,Non-tribal,"Milwaukee, WI",0.13861386138613863
Waukesha County Technical College,2014,1820,279,8692,Non-rural,Non-tribal,"Milwaukee, WI",0.1532967032967033
